,time,drink,amount
574,28-12-2020 23:22,Adam,3.5
575,27-12-2020 03:54,Margarita,7.5
576,25-12-2020 19:41,Tuxedo Cocktail,12
577,31-12-2020 09:30,Long Island Tea,8
578,27-12-2020 02:27,Hawaiian Cocktail,6.5
579,28-12-2020 00:41,Hawaiian Cocktail,6.5
580,29-12-2020 15:59,Radioactive Long Island Iced Tea,7.5
581,27-12-2020 02:52,Hawaiian Cocktail,6.5
582,28-12-2020 10:41,Dry Martini,8
583,26-12-2020 07:18,Mulled Wine,11
584,28-12-2020 23:03,Hawaiian Cocktail,6.5
585,26-12-2020 11:11,Iced Coffee Fillip,5
586,29-12-2020 12:32,Bijou,4
587,25-12-2020 20:51,Negroni,2.99
588,29-12-2020 17:54,City Slicker,4
589,27-12-2020 09:30,Manhattan,4.2
590,26-12-2020 15:24,Porto flip,4.99
591,30-12-2020 01:13,Turf Cocktail,12
592,28-12-2020 23:32,Honey Bee,3
593,27-12-2020 02:28,Frosé,2.99
594,31-12-2020 19:26,The Laverstoke,7.5
595,26-12-2020 17:24,Hunter's Moon,3
596,30-12-2020 10:10,Chocolate Milk,5.15
597,27-12-2020 10:29,Waikiki Beachcomber,5.5
598,26-12-2020 02:36,Big Red,8
599,29-12-2020 23:34,Godfather,6.5
600,27-12-2020 11:19,Jelly Bean,3
601,26-12-2020 19:35,Scooter,12
602,28-12-2020 22:34,Apello,3.5
603,26-12-2020 13:03,Shark Attack,6.5
604,25-12-2020 17:26,Imperial Cocktail,4.99
605,26-12-2020 01:31,Hemingway Special,3.5
606,30-12-2020 08:11,Loch Lomond,3
607,27-12-2020 00:28,Imperial Cocktail,4.99
608,30-12-2020 13:42,Karsk,11
609,30-12-2020 11:29,Bob Marley,4
610,28-12-2020 15:33,Casino,6.5
611,27-12-2020 12:16,Melya,8
612,29-12-2020 00:22,Grasshopper,4.99
613,26-12-2020 17:01,Hunter's Moon,3
614,27-12-2020 22:31,Lassi - Sweet,8
615,31-12-2020 07:46,Citrus Coke,5.15
616,27-12-2020 14:15,After sex,7.5
617,29-12-2020 01:39,Adam,3.5
618,31-12-2020 12:01,Monkey Gland,11
619,30-12-2020 00:32,Hawaiian Cocktail,6.5
620,30-12-2020 01:09,After sex,7.5
621,29-12-2020 02:42,Casino,6.5
622,25-12-2020 21:06,Gin Fizz,2.99
623,29-12-2020 05:18,Cuba Libre,4.2
624,30-12-2020 12:06,Death in the Afternoon,4
625,27-12-2020 05:07,H.D.,7.5
626,28-12-2020 15:34,Ipamena,2.99
627,27-12-2020 11:36,Quick-sand,4
628,27-12-2020 12:25,Thai Iced Coffee,4.2
629,25-12-2020 17:59,Thai Coffee,5.5
630,31-12-2020 05:27,Paradise,4.2
631,30-12-2020 04:34,Hawaiian Cocktail,6.5
632,30-12-2020 13:40,Iced Coffee Fillip,5
633,29-12-2020 15:29,Mudslinger,11
634,28-12-2020 19:11,Gin Rickey,4
635,26-12-2020 14:02,Horse's Neck,7.5
636,30-12-2020 01:32,Corn n Oil,8
637,29-12-2020 02:34,Kurant Tea,3
638,26-12-2020 22:07,Artillery,3.5
639,29-12-2020 09:00,White Lady,6.5
640,29-12-2020 16:23,Thai Coffee,5.5
641,28-12-2020 15:10,Casino Royale,11
642,28-12-2020 13:54,Ace,12
643,31-12-2020 18:18,Caipirissima,2.99
644,29-12-2020 21:13,Espresso Martini,11
645,27-12-2020 00:10,The Philosopher,5.15
646,28-12-2020 19:15,Long Island Tea,8
647,31-12-2020 13:57,Hawaiian Cocktail,6.5
648,26-12-2020 19:46,Manhattan,4.2
649,26-12-2020 17:47,Margarita,7.5
650,31-12-2020 11:22,Dirty Nipple,3.5
651,26-12-2020 11:38,Afternoon,3
652,29-12-2020 17:27,Margarita,7.5
653,31-12-2020 16:29,Irish Spring,5.15
654,25-12-2020 22:29,Bora Bora,2.99
655,30-12-2020 14:23,Cosmopolitan,2.99
656,25-12-2020 18:50,Hawaiian Cocktail,6.5
657,27-12-2020 21:16,Grasshopper,4.99
658,25-12-2020 22:33,Owen's Grandmother's Revenge,8
659,31-12-2020 16:20,Loch Lomond,3
660,26-12-2020 04:48,Jelly Bean,3
661,28-12-2020 12:44,Dry Rob Roy,5.5
662,27-12-2020 05:25,Imperial Cocktail,4.99
663,28-12-2020 07:29,Loch Lomond,3
664,29-12-2020 21:53,Van Vleet,4.2
665,25-12-2020 22:44,GG,12
666,26-12-2020 17:40,Hemingway Special,3.5
667,29-12-2020 19:26,Broadside,5.5
668,25-12-2020 22:03,Kool-Aid Slammer,3
669,26-12-2020 07:08,Casa Blanca,5.15
670,27-12-2020 00:13,Victor,4.2
671,25-12-2020 18:48,Zimadori Zinger,12
672,30-12-2020 00:05,Hawaiian Cocktail,6.5
673,26-12-2020 10:14,Cream Soda,5.15
674,29-12-2020 08:36,Imperial Cocktail,4.99
675,28-12-2020 13:45,Honey Bee,3
676,26-12-2020 18:38,Bramble,4.2
677,31-12-2020 15:03,Long Island Tea,8
678,31-12-2020 17:38,Manhattan,4.2
679,26-12-2020 23:17,Old Fashioned,5.5
680,29-12-2020 02:25,Iced Coffee Fillip,5
681,30-12-2020 21:36,Mother's Milk,5
682,27-12-2020 13:52,Zizi Coin-coin,5
683,28-12-2020 20:48,Grim Reaper,4
684,31-12-2020 16:16,Mint Julep,8
685,28-12-2020 14:22,Bora Bora,2.99
686,30-12-2020 13:28,Bubble Gum,3
687,27-12-2020 19:00,Orange Oasis,4.99
688,25-12-2020 16:28,Veteran,8
689,31-12-2020 22:43,Margarita,7.5
690,31-12-2020 22:52,Bob Marley,4
691,27-12-2020 03:32,Apello,3.5
692,27-12-2020 17:51,Fahrenheit 5000,2.99
693,27-12-2020 15:08,Thai Iced Coffee,4.2
694,31-12-2020 14:15,Jack's Vanilla Coke,6.5
695,28-12-2020 01:26,Dirty Nipple,3.5
696,27-12-2020 16:09,Godfather,6.5
697,27-12-2020 19:03,Munich Mule,12
698,30-12-2020 08:14,Vodka And Tonic,11
699,30-12-2020 14:15,Margarita,7.5
700,31-12-2020 07:25,Grim Reaper,4
701,30-12-2020 22:25,Winter Paloma,8
702,27-12-2020 20:38,Monkey Gland,11
703,28-12-2020 07:02,Egg Cream,4.99
704,28-12-2020 11:38,Oreo Mudslide,8
705,29-12-2020 14:09,Yoghurt Cooler,3.5
706,26-12-2020 02:09,Dirty Martini,2.99
707,29-12-2020 21:20,Sweet Tooth,2.99
708,26-12-2020 08:34,Rusty Nail,4
709,29-12-2020 17:28,Hawaiian Cocktail,6.5
710,29-12-2020 06:23,Manhattan,4.2
711,27-12-2020 06:31,Creme de Menthe,3.5
712,30-12-2020 21:36,Bellini,2.99
713,30-12-2020 14:21,Margarita,7.5
714,28-12-2020 14:52,Vampiro,11
715,27-12-2020 04:39,Limona Corona,4.2
716,31-12-2020 18:10,Hawaiian Cocktail,6.5
717,29-12-2020 06:19,Talos Coffee,5.15
718,31-12-2020 11:37,Paradise,4.2
719,26-12-2020 11:17,Victory Collins,7.5
720,27-12-2020 18:27,Sidecar,11
721,26-12-2020 19:39,Long Island Iced Tea,3
722,28-12-2020 03:04,Mai Tai,11
723,31-12-2020 22:02,Manhattan,4.2
724,28-12-2020 12:11,Van Vleet,4.2
725,29-12-2020 21:58,Zimadori Zinger,12
726,28-12-2020 07:31,Long Island Tea,8
727,27-12-2020 18:28,Imperial Cocktail,4.99
728,31-12-2020 21:27,Lemon Drop,2.99
729,30-12-2020 04:51,Manhattan,4.2
730,30-12-2020 05:45,Hawaiian Cocktail,6.5
731,30-12-2020 04:36,Zoksel,6.5
732,31-12-2020 07:06,Kurant Tea,3
733,30-12-2020 06:48,Victor,4.2
734,27-12-2020 15:35,Thai Iced Coffee,4.2
735,27-12-2020 11:33,City Slicker,4
736,29-12-2020 04:26,Radioactive Long Island Iced Tea,7.5
737,31-12-2020 09:04,Vampiro,11
738,29-12-2020 19:58,Margarita,7.5
739,26-12-2020 21:46,Big Red,8
740,30-12-2020 13:30,Zimadori Zinger,12
741,28-12-2020 15:44,Kill the cold Smoothie,11
742,31-12-2020 10:39,Yellow Bird,8
743,26-12-2020 02:30,Paradise,4.2
744,31-12-2020 22:56,Cosmopolitan,2.99
745,28-12-2020 11:22,Godfather,6.5
746,29-12-2020 08:58,Margarita,7.5
747,27-12-2020 02:53,Queen Charlotte,8
748,28-12-2020 20:30,Scotch Sour,7.5
749,27-12-2020 02:24,Egg Nog - Healthy,11
750,30-12-2020 13:02,Long Island Tea,8
751,30-12-2020 09:55,Addison,12
752,28-12-2020 01:05,Fruit Shake,5.5
753,27-12-2020 21:54,Long Island Iced Tea,3
754,27-12-2020 16:40,Mai Tai,11
755,25-12-2020 16:37,Frappé,3
756,29-12-2020 05:38,Shot-gun,7.5
757,31-12-2020 16:36,John Collins,6.5
758,28-12-2020 00:09,Chocolate Milk,5.15
759,26-12-2020 12:28,Pure Passion,2.99
760,28-12-2020 06:02,Rum Cooler,4.99
761,30-12-2020 03:08,Clover Club,4.99
762,29-12-2020 19:21,Munich Mule,12
763,30-12-2020 11:17,Gin Tonic,6.5
764,27-12-2020 03:37,Quentin,3.5
765,27-12-2020 00:52,Fruit Shake,5.5
766,30-12-2020 17:48,After sex,7.5
767,30-12-2020 08:45,Rum Milk Punch,12
768,25-12-2020 21:07,Cosmopolitan,2.99
769,27-12-2020 17:43,Grasshopper,4.99
770,26-12-2020 05:17,A. J.,11
771,31-12-2020 22:20,Hunter's Moon,3
772,26-12-2020 04:40,Rusty Nail,4
773,31-12-2020 07:33,Kool-Aid Slammer,3
774,31-12-2020 11:03,Manhattan,4.2
775,31-12-2020 12:25,A. J.,11
776,28-12-2020 19:49,Quentin,3.5
777,31-12-2020 00:25,The Laverstoke,7.5
778,28-12-2020 21:54,Radioactive Long Island Iced Tea,7.5
779,29-12-2020 00:28,Iced Coffee Fillip,5
780,29-12-2020 07:21,Bob Marley,4
781,27-12-2020 13:25,After sex,7.5
782,28-12-2020 05:30,Long Island Tea,8
783,26-12-2020 05:39,Zizi Coin-coin,5
784,26-12-2020 11:09,Long Island Tea,8
785,30-12-2020 15:24,Margarita,7.5
786,25-12-2020 20:01,Port Wine Flip,5
787,31-12-2020 16:32,Fahrenheit 5000,2.99
788,27-12-2020 11:40,Chocolate Milk,5.15
789,28-12-2020 04:31,Ziemes Martini Apfelsaft,4
790,28-12-2020 23:52,The Laverstoke,7.5
791,30-12-2020 15:33,Irish Coffee,7.5
792,26-12-2020 16:18,Imperial Cocktail,4.99
793,29-12-2020 01:54,Caipirinha,3.5
794,31-12-2020 08:02,Long Island Tea,8
795,31-12-2020 14:22,Snowball,11
796,27-12-2020 02:12,John Collins,6.5
797,28-12-2020 04:36,Ipamena,2.99
798,30-12-2020 23:09,Godfather,6.5
799,26-12-2020 10:31,Gin Rickey,4
800,28-12-2020 14:30,Imperial Cocktail,4.99
801,28-12-2020 11:24,Grasshopper,4.99
802,26-12-2020 10:08,Mai Tai,11
803,30-12-2020 17:18,Flying Dutchman,6.5
804,31-12-2020 21:39,Imperial Cocktail,4.99
805,30-12-2020 23:56,Dry Rob Roy,5.5
806,28-12-2020 04:58,Caipirinha,3.5
807,28-12-2020 13:59,Bora Bora,2.99
808,30-12-2020 07:47,After sex,7.5
809,28-12-2020 10:14,Homemade Kahlua,6.5
810,31-12-2020 13:48,Halloween Punch,8
811,27-12-2020 19:37,Orgasm,5.15
812,28-12-2020 22:50,Fahrenheit 5000,2.99
813,28-12-2020 00:35,Jackhammer,3.5
814,28-12-2020 14:25,Long Island Tea,8
815,27-12-2020 06:16,Imperial Cocktail,4.99
816,25-12-2020 19:24,Flaming Lamborghini,3
817,25-12-2020 18:59,Pink Panty Pulldowns,2.99
818,29-12-2020 04:51,Zimadori Zinger,12
819,30-12-2020 18:13,Russian Spring Punch,7.5
820,27-12-2020 14:22,Grasshopper,4.99
821,28-12-2020 22:40,Long Island Iced Tea,3
822,28-12-2020 01:21,B-53,5.15
823,29-12-2020 06:28,Long Island Iced Tea,3
824,28-12-2020 22:42,Victor,4.2
825,30-12-2020 13:07,Grizzly Bear,12
826,29-12-2020 13:56,Van Vleet,4.2
827,27-12-2020 08:17,Radioactive Long Island Iced Tea,7.5
828,28-12-2020 16:04,Bellini,2.99
829,25-12-2020 23:34,Loch Lomond,3
830,31-12-2020 21:16,Rum Punch,3.5
831,25-12-2020 16:41,Scooter,12
832,26-12-2020 16:50,Queen Charlotte,8
833,29-12-2020 05:37,B-53,5.15
834,28-12-2020 23:11,Veteran,8
835,26-12-2020 00:45,Lemon Elderflower Spritzer,4.2
836,29-12-2020 10:12,Victory Collins,7.5
837,26-12-2020 12:20,Dry Martini,8
838,29-12-2020 03:39,Ipamena,2.99
839,26-12-2020 12:54,Queen Charlotte,8
840,29-12-2020 00:16,Rum Sour,5.5
841,29-12-2020 22:44,Imperial Cocktail,4.99
842,30-12-2020 13:42,Pysch Vitamin Light,6.5
843,30-12-2020 19:15,Irish Coffee,7.5
844,30-12-2020 08:25,Vesuvio,3
845,29-12-2020 22:54,Death in the Afternoon,4
846,30-12-2020 20:35,Long Island Tea,8
847,27-12-2020 08:09,Thai Coffee,5.5
848,27-12-2020 07:46,Kiwi Papaya Smoothie,5.15
849,28-12-2020 07:14,The Philosopher,5.15
850,28-12-2020 17:26,Rum Sour,5.5
851,27-12-2020 03:30,Frozen Daiquiri,4.99
852,28-12-2020 16:17,Mai Tai,11
853,30-12-2020 11:21,Kiwi Papaya Smoothie,5.15
854,26-12-2020 16:00,Margarita,7.5
855,26-12-2020 09:17,Gin Fizz,2.99
856,31-12-2020 10:15,Hawaiian Cocktail,6.5
857,30-12-2020 23:16,Lemon Drop,2.99
858,26-12-2020 14:41,Flying Dutchman,6.5
859,30-12-2020 07:29,Winter Rita,5.5
860,30-12-2020 13:42,Margarita,7.5
861,29-12-2020 19:13,Artillery,3.5
862,27-12-2020 17:36,Hawaiian Cocktail,6.5
863,29-12-2020 07:06,Snowball,11
864,26-12-2020 15:55,Waikiki Beachcomber,5.5
865,29-12-2020 06:18,Chocolate Drink,12
866,26-12-2020 14:08,Bellini,2.99
867,25-12-2020 19:08,Mai Tai,11
868,27-12-2020 11:28,Mai Tai,11
869,31-12-2020 08:09,French 75,6.5
870,26-12-2020 10:40,Snowday,6.5
871,26-12-2020 11:16,Porto flip,4.99
872,27-12-2020 22:06,Hawaiian Cocktail,6.5
873,26-12-2020 23:15,Grasshopper,4.99
874,31-12-2020 02:09,Chocolate Drink,12
875,30-12-2020 17:44,Jelly Bean,3
876,28-12-2020 23:15,Bijou,4
877,26-12-2020 22:15,Queen Charlotte,8
878,29-12-2020 01:53,Nuked Hot Chocolate,12
879,30-12-2020 03:02,Hawaiian Cocktail,6.5
880,31-12-2020 02:46,Long Island Tea,8
881,26-12-2020 16:19,Vampiro,11
882,27-12-2020 19:11,Sangria,3.5
883,31-12-2020 14:51,Mai Tai,11
884,31-12-2020 17:19,Imperial Cocktail,4.99
885,29-12-2020 18:30,Mai Tai,11
886,26-12-2020 01:17,Winter Paloma,8
887,29-12-2020 10:18,Paradise,4.2
888,26-12-2020 07:20,Imperial Cocktail,4.99
889,27-12-2020 10:31,Jewel Of The Nile,6.5
890,27-12-2020 16:41,White Lady,6.5
891,26-12-2020 17:26,Winter Paloma,8
892,29-12-2020 07:04,Fruit Cooler,8
893,28-12-2020 20:28,Frosé,2.99
894,31-12-2020 00:29,Gimlet,4.2
895,30-12-2020 14:04,Valencia Cocktail,5.5
896,29-12-2020 08:55,Bramble,4.2
897,26-12-2020 09:43,Mai Tai,11
898,26-12-2020 00:34,Addison,12
899,30-12-2020 08:40,Affair,8
900,28-12-2020 14:58,Lone Tree Cooler,5.5
901,26-12-2020 01:56,Paradise,4.2
902,31-12-2020 02:08,White Lady,6.5
903,29-12-2020 15:36,Hawaiian Cocktail,6.5
904,30-12-2020 05:14,Imperial Cocktail,4.99
905,27-12-2020 22:42,Thai Iced Coffee,4.2
906,26-12-2020 01:21,Waikiki Beachcomber,5.5
907,26-12-2020 20:38,Mai Tai,11
908,27-12-2020 08:10,After sex,7.5
909,27-12-2020 14:27,Casino Royale,11
910,29-12-2020 22:26,Kiwi Papaya Smoothie,5.15
911,27-12-2020 04:46,Tom Collins,5.5
912,30-12-2020 14:44,Margarita,7.5
913,26-12-2020 23:20,Hawaiian Cocktail,6.5
914,25-12-2020 23:36,Long Island Tea,8
915,28-12-2020 03:44,Long Island Tea,8
916,30-12-2020 10:42,John Collins,6.5
917,28-12-2020 10:22,John Collins,6.5
918,26-12-2020 09:33,Figgy Thyme,3
919,30-12-2020 18:03,Casino Royale,11
920,28-12-2020 22:37,Victory Collins,7.5
921,29-12-2020 12:01,Jack's Vanilla Coke,6.5
922,31-12-2020 08:00,White Lady,6.5
923,27-12-2020 07:15,Manhattan,4.2
924,30-12-2020 11:09,Margarita,7.5
925,26-12-2020 17:29,Rum Toddy,4.2
926,27-12-2020 17:18,Thai Iced Coffee,4.2
927,26-12-2020 06:59,Sangria,3.5
928,29-12-2020 20:54,Bloody Mary,5.5
929,27-12-2020 17:05,Halloween Punch,8
930,31-12-2020 08:01,Gin Tonic,6.5
931,26-12-2020 04:02,Owen's Grandmother's Revenge,8
932,28-12-2020 22:20,Imperial Cocktail,4.99
933,30-12-2020 09:31,Dry Rob Roy,5.5
934,31-12-2020 17:05,Egg Nog - Healthy,11
935,31-12-2020 05:43,Clover Club,4.99
936,30-12-2020 17:43,Sea breeze,8
937,28-12-2020 09:55,The Laverstoke,7.5
938,29-12-2020 09:08,Corpse Reviver,5.15
939,25-12-2020 18:21,Affinity,2.99
940,26-12-2020 17:10,Tuxedo Cocktail,12
941,27-12-2020 17:41,GG,12
942,27-12-2020 23:53,Long Island Iced Tea,3
943,26-12-2020 06:23,Frisco Sour,4
944,27-12-2020 21:23,Bloody Mary,5.5
945,26-12-2020 03:23,Margarita,7.5
946,27-12-2020 08:53,Owen's Grandmother's Revenge,8
947,26-12-2020 14:19,Sol Y Sombra,5.15
948,31-12-2020 08:38,H.D.,7.5
949,31-12-2020 17:42,Imperial Cocktail,4.99
950,29-12-2020 06:15,Yoghurt Cooler,3.5
951,28-12-2020 10:19,Lassi Raita,6.5
952,26-12-2020 23:27,Hawaiian Cocktail,6.5
953,31-12-2020 22:53,Fahrenheit 5000,2.99
954,25-12-2020 23:22,Coffee Liqueur,5.5
955,28-12-2020 12:14,Victory Collins,7.5
956,26-12-2020 12:59,Margarita,7.5
957,29-12-2020 18:03,Imperial Cocktail,4.99
958,28-12-2020 20:44,Monkey Gland,11
959,26-12-2020 14:42,Whitecap Margarita,4.99
960,28-12-2020 08:50,Irish Curdling Cow,2.99
961,27-12-2020 02:06,Monkey Gland,11
962,31-12-2020 14:52,Dry Rob Roy,5.5
963,28-12-2020 01:34,Loch Lomond,3
964,28-12-2020 02:32,Hawaiian Cocktail,6.5
965,30-12-2020 17:34,Planter’s Punch,8
966,29-12-2020 21:22,Imperial Cocktail,4.99
967,28-12-2020 07:04,Limona Corona,4.2
968,27-12-2020 08:15,Victory Collins,7.5
969,31-12-2020 17:18,Bloody Mary,5.5
970,27-12-2020 14:05,Manhattan,4.2
971,26-12-2020 17:34,Victor,4.2
972,25-12-2020 18:13,Imperial Cocktail,4.99
973,27-12-2020 17:31,Old Fashioned,5.5
974,29-12-2020 17:07,Paradise,4.2
975,31-12-2020 22:29,Loch Lomond,3
976,31-12-2020 16:09,Sweet Tooth,2.99
977,27-12-2020 11:49,Margarita,7.5
978,27-12-2020 18:53,Honey Bee,3
979,29-12-2020 07:52,Gin Fizz,2.99
980,31-12-2020 00:39,Afternoon,3
981,29-12-2020 00:12,Bob Marley,4
982,30-12-2020 08:33,Jackhammer,3.5
983,26-12-2020 22:18,Coffee Liqueur,5.5
984,30-12-2020 07:30,Karsk,11
985,31-12-2020 17:43,Margarita,7.5
986,31-12-2020 16:29,Port Wine Flip,5
987,30-12-2020 19:43,Radioactive Long Island Iced Tea,7.5
988,29-12-2020 07:31,Long Island Iced Tea,3
989,27-12-2020 15:06,Halloween Punch,8
990,29-12-2020 12:16,The Laverstoke,7.5
991,26-12-2020 13:36,Lemon Drop,2.99
992,28-12-2020 11:53,Kurant Tea,3
993,30-12-2020 00:09,Bellini,2.99
994,30-12-2020 17:20,Dry Rob Roy,5.5
995,31-12-2020 06:35,Hawaiian Cocktail,6.5
996,26-12-2020 03:47,Porto flip,4.99
997,31-12-2020 23:45,Campari Beer,7.5
998,30-12-2020 20:41,Godfather,6.5
999,29-12-2020 05:50,Clover Club,4.99
1000,29-12-2020 09:20,Kool-Aid Slammer,3
1001,27-12-2020 18:40,Hawaiian Cocktail,6.5
1002,30-12-2020 05:16,Thai Iced Coffee,4.2
1003,30-12-2020 01:31,Monkey Gland,11
1004,29-12-2020 18:43,Mulled Wine,11
1005,26-12-2020 21:22,Jack's Vanilla Coke,6.5
1006,26-12-2020 05:26,Dark Caipirinha,2.99
1007,27-12-2020 10:14,Gin Daisy,4.99
1008,29-12-2020 03:53,Long Island Tea,8
1009,26-12-2020 10:46,Death in the Afternoon,4
1010,29-12-2020 20:51,Bellini,2.99
1011,30-12-2020 06:40,Iced Coffee Fillip,5
1012,30-12-2020 08:11,Planter’s Punch,8
1013,30-12-2020 22:09,H.D.,7.5
1014,31-12-2020 17:38,Winter Rita,5.5
1015,26-12-2020 06:29,Lemon Shot,7.5
1016,28-12-2020 15:35,Mango Mojito,7.5
1017,27-12-2020 20:22,Radioactive Long Island Iced Tea,7.5
1018,26-12-2020 06:33,Imperial Cocktail,4.99
1019,26-12-2020 07:49,Paradise,4.2
1020,27-12-2020 20:06,Imperial Cocktail,4.99
1021,29-12-2020 11:23,Gin Rickey,4
1022,29-12-2020 04:14,Dry Rob Roy,5.5
1023,27-12-2020 21:06,Lord And Lady,8
1024,26-12-2020 07:33,Afternoon,3
1025,26-12-2020 14:30,Imperial Cocktail,4.99
1026,30-12-2020 22:02,Grasshopper,4.99
1027,29-12-2020 09:17,Pink Panty Pulldowns,2.99
1028,26-12-2020 22:24,Bijou,4
1029,31-12-2020 12:01,Long Island Iced Tea,3
1030,31-12-2020 03:06,Lemon Drop,2.99
1031,27-12-2020 11:57,Loch Lomond,3
1032,31-12-2020 19:48,Grasshopper,4.99
1033,27-12-2020 16:32,Margarita,7.5
1034,28-12-2020 22:01,Margarita,7.5
1035,29-12-2020 11:56,Scooter,12
1036,29-12-2020 19:50,Radioactive Long Island Iced Tea,7.5
1037,26-12-2020 20:13,Pink Panty Pulldowns,2.99
1038,25-12-2020 17:22,Long Island Tea,8
1039,29-12-2020 12:37,Manhattan,4.2
1040,28-12-2020 16:41,Gin Fizz,2.99
1041,29-12-2020 04:33,Thai Iced Coffee,4.2
1042,28-12-2020 22:55,Death in the Afternoon,4
1043,27-12-2020 18:26,Lemouroudji,5.15
1044,28-12-2020 12:25,Figgy Thyme,3
1045,31-12-2020 16:24,Margarita,7.5
1046,26-12-2020 04:58,Vesuvio,3
1047,29-12-2020 14:00,Godchild,7.5
1048,31-12-2020 17:30,Limona Corona,4.2
1049,26-12-2020 11:55,Imperial Cocktail,4.99
1050,29-12-2020 13:15,Munich Mule,12
1051,31-12-2020 23:13,Limona Corona,4.2
1052,31-12-2020 02:17,Grim Reaper,4
1053,31-12-2020 18:36,Munich Mule,12
1054,28-12-2020 20:05,Margarita,7.5
1055,28-12-2020 06:22,Affair,8
1056,30-12-2020 05:19,Sweet Sangria,4
1057,29-12-2020 19:41,Bijou,4
1058,26-12-2020 16:19,Long Island Tea,8
1059,31-12-2020 13:43,Limona Corona,4.2
1060,26-12-2020 11:50,Coffee Liqueur,5.5
1061,28-12-2020 15:58,Mudslinger,11
1062,30-12-2020 00:19,Zimadori Zinger,12
1063,27-12-2020 18:52,Porto flip,4.99
1064,29-12-2020 04:53,Creme de Menthe,3.5
1065,30-12-2020 11:10,Imperial Cocktail,4.99
1066,26-12-2020 14:45,Passion Fruit Martini,2.99
1067,28-12-2020 01:18,Frisco Sour,4
1068,26-12-2020 08:54,Horse's Neck,7.5
1069,29-12-2020 02:46,Casino,6.5
1070,31-12-2020 02:09,Honey Bee,3
1071,28-12-2020 01:10,Limona Corona,4.2
1072,28-12-2020 16:55,Rum Toddy,4.2
1073,31-12-2020 17:08,Cosmopolitan,2.99
1074,29-12-2020 19:38,Monkey Gland,11
1075,29-12-2020 15:02,Turf Cocktail,12
1076,25-12-2020 23:21,Grasshopper,4.99
1077,25-12-2020 23:33,Long Island Tea,8
1078,28-12-2020 16:01,Tequila Sour,5.15
1079,29-12-2020 19:06,Gin Rickey,4
1080,28-12-2020 20:49,Winter Paloma,8
1081,29-12-2020 17:53,Veteran,8
1082,31-12-2020 21:47,Caipirinha,3.5
1083,26-12-2020 16:02,Dark Caipirinha,2.99
1084,25-12-2020 17:11,Zimadori Zinger,12
1085,27-12-2020 12:44,Margarita,7.5
1086,31-12-2020 21:08,Port Wine Flip,5
1087,27-12-2020 12:56,Pysch Vitamin Light,6.5
1088,31-12-2020 14:12,Afternoon,3
1089,27-12-2020 12:09,GG,12
1090,26-12-2020 02:44,Hawaiian Cocktail,6.5
1091,31-12-2020 22:30,Manhattan,4.2
1092,26-12-2020 19:46,Oatmeal Cookie,4.99
1093,26-12-2020 11:15,Imperial Cocktail,4.99
1094,26-12-2020 20:34,Imperial Cocktail,4.99
1095,31-12-2020 00:54,Long Island Tea,8
1096,28-12-2020 04:32,Long Island Tea,8
1097,27-12-2020 05:23,Vesuvio,3
1098,30-12-2020 18:48,Winter Rita,5.5
1099,31-12-2020 02:32,Sweet Sangria,4
1100,28-12-2020 04:59,Sweet Sangria,4
1101,29-12-2020 13:36,Imperial Cocktail,4.99
1102,31-12-2020 09:51,Turf Cocktail,12
1103,31-12-2020 19:27,Broadside,5.5
1104,30-12-2020 07:43,Old Fashioned,5.5
1105,29-12-2020 11:11,Broadside,5.5
1106,30-12-2020 10:45,Halloween Punch,8
1107,26-12-2020 17:57,Long Island Tea,8
1108,26-12-2020 04:44,Sweet Sangria,4
1109,30-12-2020 22:45,Passion Fruit Martini,2.99
1110,31-12-2020 03:41,Imperial Cocktail,4.99
1111,26-12-2020 16:04,Long Island Tea,8
1112,31-12-2020 14:35,Caipirinha,3.5
1113,31-12-2020 19:00,Bijou,4
1114,27-12-2020 04:01,White Lady,6.5
1115,29-12-2020 14:52,Orgasm,5.15
1116,26-12-2020 14:43,Yoghurt Cooler,3.5
1117,28-12-2020 14:30,Figgy Thyme,3
1118,29-12-2020 06:03,Frosé,2.99
1119,26-12-2020 07:17,Long Island Tea,8
1120,29-12-2020 08:01,Death in the Afternoon,4
1121,29-12-2020 15:08,Godchild,7.5
1122,30-12-2020 20:41,Honey Bee,3
1123,31-12-2020 14:04,Zimadori Zinger,12
1124,28-12-2020 02:58,Grim Reaper,4
1125,26-12-2020 06:14,Paradise,4.2
1126,27-12-2020 17:20,Honey Bee,3
1127,29-12-2020 01:50,Zimadori Zinger,12
1128,26-12-2020 09:30,Royal Gin Fizz,7.5
1129,27-12-2020 17:14,Frosé,2.99
1130,30-12-2020 14:04,Flying Scotchman,12
1131,31-12-2020 06:44,Queen Charlotte,8
1132,28-12-2020 05:29,Dark Caipirinha,2.99
1133,26-12-2020 03:28,Vodka And Tonic,11
1134,27-12-2020 11:25,Cuba Libre,4.2
1135,28-12-2020 16:27,Zizi Coin-coin,5
1136,29-12-2020 02:42,Sea breeze,8
1137,26-12-2020 19:28,Imperial Cocktail,4.99
1138,30-12-2020 22:20,Big Red,8
1139,29-12-2020 10:30,The Philosopher,5.15
1140,31-12-2020 14:08,Gin Fizz,2.99
1141,30-12-2020 03:50,Rum Sour,5.5
1142,25-12-2020 21:31,Queen Bee,11
1143,28-12-2020 10:28,Dry Rob Roy,5.5
